target,group,n,mean_target,best_feature,best_abs_spearman,best_spearman
utility_loss,thermo,32,0.005859375,native_entropy,0.2743516305843672,0.2743516305843672
utility_loss,simple,32,0.005859375,layer,0.1796053020267749,-0.1796053020267749
coherence,thermo,32,0.949795386904762,basin_entropy,0.22757333270134925,-0.22757333270134925
coherence,simple,32,0.949795386904762,risk,0.234847126587746,-0.234847126587746
