target,group,n,mean_target,best_feature,best_abs_spearman,best_spearman
benign_utility_loss,thermo,72,0.4524217401028806,mean_spectral_gap,0.28948714257697405,0.28948714257697405
benign_utility_loss,simple,72,0.4524217401028806,risk,0.29192930839869585,-0.29192930839869585
all_utility_loss,thermo,144,0.47303491102903206,thermo_collapse,0.27896605484357156,0.27896605484357156
all_utility_loss,simple,144,0.47303491102903206,semantic_mode,0.2020182165122653,-0.2020182165122653
all_coherence,thermo,144,0.49621436275455544,mean_m_null,0.24173587978879146,-0.24173587978879146
all_coherence,simple,144,0.49621436275455544,semantic_mode,0.20990544366948125,0.20990544366948125
