method,threshold,jailbreak_collapse_rate,benign_false_collapse_rate,critical_risk,max_slope,susceptibility_peak,low_risk_response,high_risk_response,jump,thermodynamic_observables
null_attractor,,0.875,0.2857142857142857,0.495375,9.031560404516476,0.007705277867008439,0.5582308149325714,0.9992371940710938,0.44100637913852236,yes
threshold,0.5565,0.7083333333333334,0.07142857142857142,0.5407500000000001,15.741833923652088,0.20408163265306123,0.0,1.0,1.0,no
