target,group,n,mean_target,best_feature,best_abs_spearman,best_spearman
utility_loss,thermo,48,0.012713675213675215,native_specific_heat,0.3582421935304883,0.3582421935304883
utility_loss,simple,48,0.012713675213675215,alpha,0.17525240282469276,0.17525240282469276
coherence,thermo,48,0.9521672771672772,basin_margin,0.32972983530935235,-0.32972983530935235
coherence,simple,48,0.9521672771672772,risk,0.11020078277271521,-0.11020078277271521
