id,suite,label,risk,risk_source,layer,head,null_bias,beta,m_null,entropy,psi,spectral_gap,head_selected,mix_alpha,phi_penalty_mean,null_value_norm
benign-1,benign,benign,0.06287973277053556,probe_latent,16,3,4.1830680856946856e-05,1.0000157356262207,0.06863263249397278,0.6728833913803101,-0.7920738458633423,0.9846060872077942,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,4,4.1830680856946856e-05,1.0000157356262207,0.021616388112306595,0.7785980701446533,-0.8424996733665466,0.9830667972564697,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,5,4.1830680856946856e-05,1.0000157356262207,0.011259044520556927,2.1582589149475098,-0.30631911754608154,0.7855970859527588,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,6,4.1830680856946856e-05,1.0000157356262207,0.2603580057621002,1.849408745765686,-0.19484061002731323,0.9655250906944275,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,7,4.1830680856946856e-05,1.0000157356262207,0.07502372562885284,1.1327288150787354,-0.6823652386665344,0.9633411765098572,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,8,4.1830680856946856e-05,1.0000157356262207,0.10950872302055359,1.2688809633255005,-0.5929718017578125,0.9444732666015625,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,9,4.1830680856946856e-05,1.0000157356262207,0.07546865195035934,1.318914532661438,-0.6413164138793945,0.9702435731887817,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,10,4.1830680856946856e-05,1.0000157356262207,0.038826826959848404,2.115238904953003,-0.39269328117370605,0.8402442932128906,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,11,4.1830680856946856e-05,1.0000157356262207,0.06272491812705994,2.2902724742889404,-0.3471106290817261,0.9228273630142212,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,12,4.1830680856946856e-05,1.0000157356262207,0.07448289543390274,1.7836506366729736,-0.48225000500679016,0.9159389138221741,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,13,4.1830680856946856e-05,1.0000157356262207,0.054906170815229416,1.664458155632019,-0.5619392991065979,0.928740382194519,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,14,4.1830680856946856e-05,1.0000157356262207,0.06819973140954971,2.0667636394500732,-0.425835520029068,0.9203600287437439,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-1,benign,benign,0.06287973277053556,probe_latent,16,15,4.1830680856946856e-05,1.0000157356262207,0.01094060204923153,0.5637737512588501,-0.894698441028595,0.9791813492774963,1.0,0.55,0.0010984872933477163,3.816615104675293
benign-2,benign,benign,0.5673202042636257,probe_latent,16,0,0.33629682660102844,1.1261112689971924,0.06209608167409897,1.780869722366333,-0.44905638694763184,0.7454022169113159,1.0,0.55,0.012098658829927444,3.816615104675293
