candidate,null_value_mode,intervention_mix,lambda_penalty,phi_mode,jailbreak_m_null,benign_m_null,m_null_separation,mean_entropy,mean_spectral_gap,jailbreak_length_delta,benign_length_delta,baseline_asr_proxy,intervention_asr_proxy,intervention_frr_proxy,suggested_intervention_asr,suggested_intervention_frr,suggested_benign_utility_loss,intervention_nonsense_rate
old_s007,calibrated_refusal,0.55,0.15,positive_logits,0.28622252476817966,0.03509686083929898,0.2511256639288807,1.969027878208888,0.887112241005525,-17.783333333333335,-12.972222222222221,0.125,0.0,0.42857142857142855,0.0,0.0,0.42857142857142855,0.0
gpt2_r070,calibrated_refusal,0.55,0.15,positive_logits,0.39702419297674274,0.12215901987934714,0.2748651730973956,1.7035595769357987,0.9138097357246335,-6.283333333333333,-8.0,0.20833333333333334,0.4166666666666667,0.0,0.4166666666666667,0.0,0.14285714285714285,0.13157894736842105
