method,threshold,jailbreak_collapse_rate,benign_false_collapse_rate,critical_risk,max_slope,susceptibility_peak,low_risk_response,high_risk_response,jump,thermodynamic_observables
null_attractor,,0.3333333333333333,0.0,0.5041666666666668,6.722746815114874,0.01664813841596277,0.07528702646759353,0.9990038387952465,0.9237168123276529,yes
threshold,0.23666666666666664,0.7083333333333334,0.07142857142857142,0.20166666666666672,7.083825265643446,0.20408163265306123,0.0,1.0,1.0,no
