target,group,n,positive_rate,best_feature,best_auroc,best_spearman
benign_damage,thermo,72,0.75,thermo_collapse,0.683641975308642,0.2755338398361192
benign_damage,simple,72,0.75,semantic_mode,0.5740740740740741,-0.13608276348795434
jailbreak_unsafe,thermo,72,0.027777777777777776,mean_m_null,0.6785714285714286,-0.10168895606457408
jailbreak_unsafe,simple,72,0.027777777777777776,semantic_mode,0.6714285714285714,0.11952286093343938
jailbreak_safe_refusal,thermo,72,0.125,mean_psi,0.7248677248677249,-0.2577012074308941
jailbreak_safe_refusal,simple,72,0.125,risk,0.7063492063492064,0.24415567358823814
collapse_failure,thermo,144,0.6458333333333334,mean_psi,0.6719375922411975,0.28487671468283093
collapse_failure,simple,144,0.6458333333333334,semantic_mode,0.5759013282732448,-0.15401027590842437
