step      0 | train 0.020 val 0.016 | C_attn 0.0686 H_attn 1.0627 PR 19.56 Sspec 3.8160
step    100 | train 0.921 val 0.430 | C_attn 0.0016 H_attn 0.6925 PR 16.93 Sspec 3.7978
step    200 | train 0.975 val 0.453 | C_attn 0.0054 H_attn 0.6932 PR 18.04 Sspec 3.7841
step    300 | train 0.988 val 0.445 | C_attn 0.0125 H_attn 0.6947 PR 18.58 Sspec 3.7677
step    400 | train 0.995 val 0.455 | C_attn 0.0161 H_attn 0.6954 PR 18.79 Sspec 3.7520
step    500 | train 1.000 val 0.459 | C_attn 0.0183 H_attn 0.6958 PR 18.56 Sspec 3.7373
step    600 | train 1.000 val 0.469 | C_attn 0.0181 H_attn 0.6958 PR 18.40 Sspec 3.7260
step    700 | train 1.000 val 0.471 | C_attn 0.0165 H_attn 0.6955 PR 18.24 Sspec 3.7169
step    800 | train 1.000 val 0.473 | C_attn 0.0136 H_attn 0.6949 PR 18.07 Sspec 3.7094
step    900 | train 1.000 val 0.477 | C_attn 0.0109 H_attn 0.6943 PR 18.01 Sspec 3.7030
step   1000 | train 1.000 val 0.477 | C_attn 0.0097 H_attn 0.6942 PR 18.01 Sspec 3.6974
step   1100 | train 1.000 val 0.479 | C_attn 0.0093 H_attn 0.6941 PR 18.04 Sspec 3.6922
step   1200 | train 1.000 val 0.486 | C_attn 0.0092 H_attn 0.6941 PR 18.07 Sspec 3.6874
step   1300 | train 1.000 val 0.488 | C_attn 0.0087 H_attn 0.6940 PR 18.11 Sspec 3.6827
step   1400 | train 1.000 val 0.490 | C_attn 0.0079 H_attn 0.6938 PR 18.25 Sspec 3.6775
step   1500 | train 1.000 val 0.490 | C_attn 0.0071 H_attn 0.6937 PR 18.45 Sspec 3.6716
step   1600 | train 1.000 val 0.490 | C_attn 0.0065 H_attn 0.6936 PR 18.63 Sspec 3.6642
step   1700 | train 1.000 val 0.490 | C_attn 0.0062 H_attn 0.6935 PR 18.84 Sspec 3.6560
step   1800 | train 1.000 val 0.492 | C_attn 0.0063 H_attn 0.6936 PR 19.00 Sspec 3.6478
step   1900 | train 1.000 val 0.492 | C_attn 0.0065 H_attn 0.6936 PR 19.10 Sspec 3.6397
step   2000 | train 1.000 val 0.494 | C_attn 0.0067 H_attn 0.6936 PR 19.11 Sspec 3.6315
step   2100 | train 1.000 val 0.498 | C_attn 0.0069 H_attn 0.6936 PR 18.92 Sspec 3.6231
step   2200 | train 1.000 val 0.498 | C_attn 0.0070 H_attn 0.6936 PR 18.13 Sspec 3.6138
step   2300 | train 1.000 val 0.502 | C_attn 0.0068 H_attn 0.6936 PR 16.14 Sspec 3.6027
step   2400 | train 1.000 val 0.502 | C_attn 0.0065 H_attn 0.6935 PR 11.64 Sspec 3.5888
step   2500 | train 1.000 val 0.506 | C_attn 0.0058 H_attn 0.6934 PR 5.12 Sspec 3.5721
step   2600 | train 1.000 val 0.508 | C_attn 0.0166 H_attn 0.6955 PR 8.15 Sspec 3.5653
step   2700 | train 1.000 val 0.516 | C_attn 0.0092 H_attn 0.6940 PR 13.96 Sspec 3.5586
step   2800 | train 1.000 val 0.520 | C_attn 0.0108 H_attn 0.6942 PR 17.25 Sspec 3.5515
step   2900 | train 1.000 val 0.520 | C_attn 0.0117 H_attn 0.6944 PR 17.00 Sspec 3.5438
step   3000 | train 1.000 val 0.527 | C_attn 0.0128 H_attn 0.6946 PR 15.92 Sspec 3.5356
step   3100 | train 1.000 val 0.539 | C_attn 0.0139 H_attn 0.6947 PR 14.90 Sspec 3.5274
step   3200 | train 1.000 val 0.557 | C_attn 0.0153 H_attn 0.6950 PR 14.02 Sspec 3.5200
step   3300 | train 1.000 val 0.584 | C_attn 0.0173 H_attn 0.6954 PR 13.34 Sspec 3.5121
step   3400 | train 1.000 val 0.615 | C_attn 0.0201 H_attn 0.6959 PR 12.73 Sspec 3.5025
step   3500 | train 1.000 val 0.684 | C_attn 0.0241 H_attn 0.6967 PR 12.17 Sspec 3.4915
step   3600 | train 1.000 val 0.725 | C_attn 0.0297 H_attn 0.6979 PR 11.69 Sspec 3.4786
step   3700 | train 1.000 val 0.789 | C_attn 0.0376 H_attn 0.6996 PR 11.27 Sspec 3.4622
step   3800 | train 1.000 val 0.891 | C_attn 0.0476 H_attn 0.7020 PR 10.94 Sspec 3.4412
step   3900 | train 1.000 val 0.941 | C_attn 0.0572 H_attn 0.7045 PR 10.71 Sspec 3.4135
step   4000 | train 1.000 val 0.969 | C_attn 0.0646 H_attn 0.7067 PR 10.63 Sspec 3.3800
step   4100 | train 1.000 val 0.984 | C_attn 0.0694 H_attn 0.7083 PR 10.67 Sspec 3.3423
step   4200 | train 1.000 val 0.990 | C_attn 0.0654 H_attn 0.7073 PR 9.83 Sspec 3.2939
step   4300 | train 1.000 val 0.998 | C_attn 0.0427 H_attn 0.7013 PR 3.05 Sspec 3.2185
step   4400 | train 1.000 val 0.998 | C_attn 0.1323 H_attn 0.7328 PR 5.99 Sspec 3.2016
step   4500 | train 1.000 val 0.998 | C_attn 0.0582 H_attn 0.7053 PR 8.22 Sspec 3.1933
step   4600 | train 1.000 val 1.000 | C_attn 0.0600 H_attn 0.7058 PR 9.39 Sspec 3.1816
step   4700 | train 1.000 val 1.000 | C_attn 0.0619 H_attn 0.7063 PR 9.48 Sspec 3.1692
step   4800 | train 1.000 val 1.000 | C_attn 0.0628 H_attn 0.7066 PR 9.02 Sspec 3.1569
step   4900 | train 1.000 val 1.000 | C_attn 0.0636 H_attn 0.7068 PR 8.61 Sspec 3.1458
step   5000 | train 1.000 val 1.000 | C_attn 0.0642 H_attn 0.7069 PR 8.36 Sspec 3.1374
step   5100 | train 1.000 val 1.000 | C_attn 0.0655 H_attn 0.7073 PR 8.25 Sspec 3.1321
step   5200 | train 1.000 val 1.000 | C_attn 0.0683 H_attn 0.7082 PR 8.22 Sspec 3.1292
step   5300 | train 1.000 val 1.000 | C_attn 0.0728 H_attn 0.7096 PR 8.26 Sspec 3.1281
step   5400 | train 1.000 val 1.000 | C_attn 0.0775 H_attn 0.7112 PR 8.36 Sspec 3.1284
step   5500 | train 1.000 val 1.000 | C_attn 0.0814 H_attn 0.7124 PR 8.57 Sspec 3.1290
step   5600 | train 1.000 val 1.000 | C_attn 0.0815 H_attn 0.7125 PR 8.91 Sspec 3.1270
step   5700 | train 1.000 val 1.000 | C_attn 0.0796 H_attn 0.7119 PR 9.40 Sspec 3.1188
step   5800 | train 1.000 val 1.000 | C_attn 0.0670 H_attn 0.7080 PR 8.82 Sspec 3.0832
step   5900 | train 0.975 val 0.949 | C_attn 0.0426 H_attn 0.7014 PR 2.36 Sspec 2.9982
step   6000 | train 1.000 val 1.000 | C_attn 0.1255 H_attn 0.7307 PR 5.74 Sspec 2.9922
step   6100 | train 1.000 val 1.000 | C_attn 0.0656 H_attn 0.7076 PR 8.19 Sspec 2.9741
step   6200 | train 1.000 val 1.000 | C_attn 0.0642 H_attn 0.7071 PR 9.41 Sspec 2.9570
step   6300 | train 1.000 val 1.000 | C_attn 0.0622 H_attn 0.7065 PR 9.57 Sspec 2.9411
step   6400 | train 1.000 val 1.000 | C_attn 0.0607 H_attn 0.7060 PR 9.28 Sspec 2.9270
step   6500 | train 1.000 val 1.000 | C_attn 0.0595 H_attn 0.7056 PR 8.98 Sspec 2.9164
step   6600 | train 1.000 val 1.000 | C_attn 0.0587 H_attn 0.7054 PR 8.77 Sspec 2.9102
