model,layer,n,sep_margin_single_anchor,sep_margin_subspace_primary_axis,sep_residual_subspace_coupling,correlation_single_vs_subspace
distilgpt2,0,38,0.014594460527102152,-0.02612634167599026,-0.02753366888057264,-0.5854116637744061
distilgpt2,1,38,0.018170920865876336,-0.014578645203506477,-0.04783876701479867,0.05802989275608962
distilgpt2,2,38,0.005291002137320382,-0.018513347776163203,-0.005767337090912317,-0.8693217982937578
distilgpt2,3,38,0.004434567831811451,-0.011066015277590102,-0.01256517569224036,-0.5642370636533066
distilgpt2,4,38,0.004554795012587593,-0.011340535822368769,-0.015368058922744954,-0.41280181637965235
distilgpt2,5,38,0.008472826509248643,-0.01970484990271784,-0.026939910437379533,-0.5553734086901808
