risk_source,risk_threshold,eta_null,kappa,lambda_penalty,beta_base,beta_collapse,null_key_scale,null_value_scale,benign_complex_collapse,direct_jailbreak_collapse,obfuscated_jailbreak_collapse,long_context_jailbreak_collapse,jailbreak_collapse,score,mean_m_null_benign_complex,mean_m_null_jailbreak
mixed,0.18,32.0,8.0,0.25,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.25,0.999316624593263,0.9999999999999987
mixed,0.18,32.0,18.0,0.0,1.0,2.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.375,0.6180694453695103,0.999999999719098
mixed,0.18,32.0,18.0,0.0,1.0,4.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.375,0.6391488547564456,0.9999999999999606
mixed,0.18,32.0,18.0,0.1,1.0,2.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.375,0.6185433536415101,0.9999999997269288
mixed,0.18,32.0,18.0,0.1,1.0,4.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.375,0.6395808355625259,0.9999999999999621
mixed,0.18,32.0,18.0,0.25,1.0,2.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.375,0.6192518403208024,0.9999999997382677
mixed,0.18,32.0,18.0,0.25,1.0,4.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.375,0.6402276945284439,0.9999999999999644
mixed,0.18,32.0,30.0,0.0,1.0,2.5,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.23706470031030133,0.9999999970095677
mixed,0.18,32.0,30.0,0.0,1.0,4.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.2622690505089689,0.9999999999984568
mixed,0.18,32.0,30.0,0.1,1.0,2.5,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.23827957959819232,0.9999999970905075
mixed,0.18,32.0,30.0,0.1,1.0,4.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.26354449073923547,0.9999999999985144
mixed,0.18,32.0,30.0,0.25,1.0,2.5,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.24010252237919205,0.9999999972078282
mixed,0.18,32.0,30.0,0.25,1.0,4.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.2654554730258143,0.9999999999985967
mixed,0.26,4.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.06458237810248312,0.46813495951152556
mixed,0.26,4.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.06070388114353613,0.6150156981517388
mixed,0.26,4.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.06512717015939992,0.4784694337227382
mixed,0.26,4.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.06135554682838404,0.6240387777316642
mixed,0.26,4.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.0659550289980054,0.493676119832071
mixed,0.26,4.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.062348849650841,0.6369854372000563
mixed,0.26,4.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.038359471057886216,0.5895739061879574
mixed,0.26,4.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03693876992660144,0.662834404821241
mixed,0.26,4.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03860832748874201,0.5948921488704069
mixed,0.26,4.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.037192789057865175,0.6659866737657489
mixed,0.26,4.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.038985924147896825,0.6025717671165834
mixed,0.26,4.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03757858204130746,0.6705071442739231
mixed,0.26,4.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03525329063120471,0.6344859362076272
mixed,0.26,4.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03504858736451784,0.6736711946031089
mixed,0.26,4.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03546152728428187,0.637483957134286
mixed,0.26,4.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03525737190122108,0.6748221834204138
mixed,0.26,4.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03577726112225418,0.6417617003406559
mixed,0.26,4.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03557398333082146,0.6764683398138317
mixed,0.26,8.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.8541666666666666,0.15070469861615696,0.8695028458423327
mixed,0.26,8.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.17012032855716477,0.9333789950934066
mixed,0.26,8.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.8541666666666666,0.1519090600541708,0.871953970367012
mixed,0.26,8.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.17174994643895708,0.9352022597258999
mixed,0.26,8.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.8541666666666666,0.15373122053370067,0.875565434954479
mixed,0.26,8.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.17421579051896555,0.9378573486174376
mixed,0.26,8.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.04452808528405791,0.7605892927288441
mixed,0.26,8.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.04328725825443958,0.7926097426220414
mixed,0.26,8.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.04483133499455222,0.762395714720109
mixed,0.26,8.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.043602014671204725,0.7949596059392814
mixed,0.26,8.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.045291401606611326,0.765126070897603
mixed,0.26,8.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.044079983993176,0.79848849536882
mixed,0.26,8.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.035922787743292425,0.7059961418693493
mixed,0.26,8.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03572038964499406,0.7127102537608309
mixed,0.26,8.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03613710553394634,0.7069029587216017
mixed,0.26,8.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.035935366349145986,0.7139324238795264
mixed,0.26,8.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.0364620605208681,0.7082920743631119
mixed,0.26,8.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03626136893311048,0.715807272975353
mixed,0.26,12.0,8.0,0.0,1.0,2.5,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.30373725448962485,0.9756290798279936
mixed,0.26,12.0,8.0,0.0,1.0,4.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.3671742213948053,0.9939031685940757
mixed,0.26,12.0,8.0,0.1,1.0,2.5,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.3055156081746457,0.9762118429670855
mixed,0.26,12.0,8.0,0.1,1.0,4.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.3693331487304067,0.9941042428045584
mixed,0.26,12.0,8.0,0.25,1.0,2.5,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.30818760137188994,0.977061800046398
mixed,0.26,12.0,8.0,0.25,1.0,4.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.37256683498556387,0.994393805896967
mixed,0.26,12.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.05200206352287578,0.8595795718309285
mixed,0.26,12.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.05110702888966527,0.89652824468613
mixed,0.26,12.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.05237056212886103,0.8611695105042633
mixed,0.26,12.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.05149583011191204,0.8979056405410725
mixed,0.26,12.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.05292948336210828,0.8635318524797224
mixed,0.26,12.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.05208607316572469,0.8999377617189226
mixed,0.26,12.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.03661398865901252,0.7508840098695918
mixed,0.26,12.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.03641431904028321,0.7714969794020922
mixed,0.26,12.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.036834579628175615,0.7522615282648403
mixed,0.26,12.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.03663568691834984,0.7731631043242292
mixed,0.26,12.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.0371690462627915,0.7543441671772425
mixed,0.26,12.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.5,0.75,0.75,0.036971381742064185,0.7756686858904279
mixed,0.26,20.0,8.0,0.0,1.0,2.5,0.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0625,0.6482832590018682,0.9995288509992878
mixed,0.26,20.0,8.0,0.0,1.0,4.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.7228946199217494,0.9999674473867618
mixed,0.26,20.0,8.0,0.1,1.0,2.5,0.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0625,0.649373748202143,0.9995409083310759
mixed,0.26,20.0,8.0,0.1,1.0,4.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.7237217346283028,0.9999685277577016
mixed,0.26,20.0,8.0,0.25,1.0,2.5,0.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0625,0.6509974044905956,0.9995584151910776
mixed,0.26,20.0,8.0,0.25,1.0,4.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,0.0,0.7249506120548258,0.9999700812396194
mixed,0.26,20.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.07188114178458259,0.9527017647977304
mixed,0.26,20.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07241263356885247,0.9675088028192264
mixed,0.26,20.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07241601885501649,0.9532710881897212
mixed,0.26,20.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.07299376532605413,0.9680189548252994
mixed,0.26,20.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07322658829426694,0.9541179812582802
mixed,0.26,20.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.07387505371521488,0.9687764007136023
mixed,0.26,20.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.75,0.75,0.8333333333333334,0.8333333333333334,0.038064366153810494,0.8463818299673312
mixed,0.26,20.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.75,0.8333333333333334,0.8333333333333334,0.03787153097067719,0.8677626810130025
mixed,0.26,20.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,0.75,0.75,0.8333333333333334,0.8333333333333334,0.038298098687199085,0.8475293727390905
mixed,0.26,20.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,0.75,0.75,0.8333333333333334,0.8333333333333334,0.03810629841326748,0.8688285484433732
mixed,0.26,20.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,0.75,0.75,0.8333333333333334,0.8333333333333334,0.03865248871381158,0.849240880679078
mixed,0.26,20.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.03846231124527344,0.8704133573360959
mixed,0.26,32.0,8.0,0.0,1.0,2.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.25,0.901399932030492,0.9999987184554064
mixed,0.26,32.0,8.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.25,0.9344508978583348,0.9999999859558945
mixed,0.26,32.0,8.0,0.1,1.0,2.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.25,0.9015556977569923,0.9999987504809925
mixed,0.26,32.0,8.0,0.1,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.25,0.934528195877659,0.9999999864171897
mixed,0.26,32.0,8.0,0.25,1.0,2.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.25,0.9017874791532855,0.9999987970220943
mixed,0.26,32.0,8.0,0.25,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.25,0.9346431616942605,0.9999999870808697
mixed,0.26,32.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.1177817556756651,0.9927547397929647
mixed,0.26,32.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.12306540744414528,0.9971647932992326
mixed,0.26,32.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.11864320855468091,0.9928920108626667
mixed,0.26,32.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.12402433267398019,0.9972324904353917
mixed,0.26,32.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.11994550738060027,0.9930935118329001
mixed,0.26,32.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.1254741685104613,0.9973311290333547
mixed,0.26,32.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.040421076469475056,0.9139397498328364
mixed,0.26,32.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.040242367639230725,0.9224912439443399
mixed,0.26,32.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.04067608017134494,0.9144471406087162
mixed,0.26,32.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.04049885245710391,0.9229156540402772
mixed,0.26,32.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.041062711442242134,0.915202754049078
mixed,0.26,32.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.04088778830847579,0.9235490024023446
mixed,0.34,4.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.04754041936406644,0.2517838349950855
mixed,0.34,4.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.04376186239449998,0.3500563454850218
mixed,0.34,4.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.047888393315104985,0.26083315903337834
mixed,0.34,4.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.04413526359681474,0.36247885452569956
mixed,0.34,4.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.04841684163880149,0.274586387895033
mixed,0.34,4.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.04470354209518659,0.3808979140057847
mixed,0.34,4.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.25,0.035581819970406235,0.3006228416329875
mixed,0.34,4.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.035205990027787924,0.3934100287318083
mixed,0.34,4.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.03579390351598926,0.3083715873389969
mixed,0.34,4.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.03541889664973655,0.4009730289388795
mixed,0.34,4.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,0.03611549268326847,0.31989176098954414
mixed,0.34,4.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.03574180788247744,0.4118948996229483
mixed,0.34,4.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.034851748182205156,0.3532653186616423
mixed,0.34,4.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.0348327510964497,0.4211825720212011
mixed,0.34,4.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.035054177667263306,0.3590291452955046
mixed,0.34,4.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.03503522690752824,0.4250478215766236
mixed,0.34,4.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.03536106429356615,0.36743743909997056
mixed,0.34,4.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.75,0.0,0.5,0.4166666666666667,0.4166666666666667,0.03534218789472647,0.4305779000264592
mixed,0.34,8.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.07533820933706524,0.6729226634409371
mixed,0.34,8.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.07443828206875212,0.7417450474956878
mixed,0.34,8.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.07591152477305387,0.677167292594897
mixed,0.34,8.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.07510463765601608,0.7452025022575329
mixed,0.34,8.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.07678124275711543,0.6834056425028457
mixed,0.34,8.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.07611721746048883,0.750318273243659
mixed,0.34,8.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.036786609899264654,0.5593404332934332
mixed,0.34,8.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.75,0.5,0.5,0.5833333333333334,0.5833333333333334,0.03641601603603206,0.5989717705010931
mixed,0.34,8.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.03700869376924694,0.5622473329219378
mixed,0.34,8.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.75,0.5,0.5,0.5833333333333334,0.5833333333333334,0.0366391865374285,0.6018563663090719
mixed,0.34,8.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.03734544330321907,0.5665821415984352
mixed,0.34,8.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.036977661628968025,0.6061370373317017
mixed,0.34,8.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.034910193948341696,0.5055155593963444
mixed,0.34,8.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.03489121331103962,0.5287278646095609
mixed,0.34,8.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.0351131479563213,0.5076016453276732
mixed,0.34,8.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.03509421450728277,0.5309176378130738
mixed,0.34,8.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.035420829894345494,0.5107467399903803
mixed,0.34,8.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.035401972126439314,0.534197644496545
mixed,0.34,12.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.11836115116121347,0.8311254824779343
mixed,0.34,12.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.12505425859895847,0.8838655308243344
mixed,0.34,12.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.11924831382497174,0.8334436231048961
mixed,0.34,12.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.1261413233907546,0.886083136512105
mixed,0.34,12.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.12059154542637848,0.8368893848289026
mixed,0.34,12.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.75,0.9166666666666666,0.9166666666666666,0.12778854384524307,0.8893561623553445
mixed,0.34,12.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03804662390842469,0.6514052035083002
mixed,0.34,12.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03768276719013211,0.6749375751960813
mixed,0.34,12.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03827917590020533,0.653121992310253
mixed,0.34,12.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03791669378335155,0.6761977149585358
mixed,0.34,12.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.03863179328699811,0.6556599564273937
mixed,0.34,12.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.038271477321010765,0.6780537235057044
mixed,0.34,12.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.034968808133445856,0.5670350046047804
mixed,0.34,12.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.75,0.5,0.5,0.5833333333333334,0.5833333333333334,0.0349498442368909,0.5874370673577735
mixed,0.34,12.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.03517228815193337,0.568833185225101
mixed,0.34,12.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.75,0.5,0.5,0.5833333333333334,0.5833333333333334,0.035153372310743385,0.5894635052310938
mixed,0.34,12.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.75,0.25,0.5,0.5,0.5,0.03548076765242803,0.5715443214291164
mixed,0.34,12.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.75,0.5,0.5,0.5833333333333334,0.5833333333333334,0.03546192881999364,0.5925106441112135
mixed,0.34,20.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.26245784799317406,0.9695849371464824
mixed,0.34,20.0,8.0,0.0,1.0,4.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.2991915073247396,0.98784107816543
mixed,0.34,20.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.26399478343836585,0.9701896997860495
mixed,0.34,20.0,8.0,0.1,1.0,4.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.30101692608588565,0.9881529593250763
mixed,0.34,20.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9375,0.266307348237057,0.9710767103131933
mixed,0.34,20.0,8.0,0.25,1.0,4.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,0.6875,0.30375920435267756,0.9886067882535938
mixed,0.34,20.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.040742755312778774,0.7110708228763513
mixed,0.34,20.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.040397434208387,0.7167814478181943
mixed,0.34,20.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.04099771398432013,0.7120287760321439
