step      0 | train 0.019 val 0.018 | C_attn 0.1057 H_attn 1.0281 PR 22.20 Sspec 3.8146
step   6600 | train 1.000 val 1.000 | C_attn 0.0516 H_attn 0.7031 PR 6.58 Sspec 2.9366
step   6700 | train 1.000 val 1.000 | C_attn 0.0495 H_attn 0.7026 PR 6.49 Sspec 2.9258
step   6800 | train 1.000 val 1.000 | C_attn 0.0478 H_attn 0.7021 PR 6.21 Sspec 2.9171
step   6900 | train 1.000 val 1.000 | C_attn 0.0471 H_attn 0.7020 PR 5.94 Sspec 2.9114
step   7000 | train 1.000 val 1.000 | C_attn 0.0463 H_attn 0.7018 PR 5.67 Sspec 2.9098
step   7100 | train 1.000 val 1.000 | C_attn 0.0460 H_attn 0.7017 PR 5.45 Sspec 2.9132
step   7200 | train 1.000 val 1.000 | C_attn 0.0464 H_attn 0.7018 PR 5.28 Sspec 2.9216
step   7300 | train 1.000 val 1.000 | C_attn 0.0482 H_attn 0.7023 PR 5.18 Sspec 2.9339
step   7400 | train 1.000 val 1.000 | C_attn 0.0517 H_attn 0.7032 PR 5.14 Sspec 2.9491
step   7500 | train 1.000 val 1.000 | C_attn 0.0566 H_attn 0.7045 PR 5.23 Sspec 2.9662
step   7600 | train 1.000 val 1.000 | C_attn 0.0609 H_attn 0.7057 PR 5.39 Sspec 2.9839
step   7700 | train 1.000 val 1.000 | C_attn 0.0643 H_attn 0.7067 PR 5.64 Sspec 3.0000
step   7800 | train 1.000 val 1.000 | C_attn 0.0660 H_attn 0.7073 PR 5.91 Sspec 3.0112
step   7900 | train 1.000 val 1.000 | C_attn 0.0664 H_attn 0.7074 PR 6.15 Sspec 3.0158
step   8000 | train 1.000 val 1.000 | C_attn 0.0612 H_attn 0.7060 PR 6.61 Sspec 3.0128
wrote 81 checkpoints to results/grok_seed2.csv
