bin_left,bin_right,bin_mid,count,mean_m_null,var_m_null,mean_entropy,mean_spectral_gap
0.45,0.495375,0.47268750000000004,13,0.35332728825510407,0.005490062248420033,2.3915850826213183,0.9991620247381918
0.495375,0.54075,0.5180625,5,0.7631343416100387,0.007705277867008439,1.1987487375348171,0.9990555866877191
0.54075,0.586125,0.5634375,7,0.9332870448720659,0.0005753422180597328,0.44126369078280475,0.9982470316452704
0.586125,0.6315,0.6088125,3,0.9786853477520038,9.608915519724202e-06,0.16623768496843905,0.9991152690014983
0.6315,0.676875,0.6541874999999999,2,0.9964007957936483,1.0033546966523363e-07,0.03477376693470029,0.999025587981183
0.676875,0.72225,0.6995625,3,0.9984974971314046,4.504909508798425e-08,0.015750060917793518,0.9988312429584728
0.72225,0.767625,0.7449375,1,0.9993170822922419,0.0,0.007462821350453571,0.9986749725553362
0.767625,0.813,0.7903125,4,0.9991573058499456,1.1354288685994313e-07,0.009331240385594613,0.9983072547116154
