suite,n,mean_E_safe,mean_E_unsafe,mean_E_benign,mean_basin_entropy,mean_free_energy,mean_margin_single_anchor,mean_margin_subspace_primary_axis,mean_residual_subspace_coupling
benign,4,-0.9850948601961136,-0.9914444833993912,-0.9894029796123505,1.098608290922836,-2.0872637295923724,-0.006349623203277588,0.5615022778511047,0.7025788128376007
benign_complex,4,-0.986692488193512,-0.9904628545045853,-0.987586572766304,1.0986103219238945,-2.086861560218928,-0.0037703663110733032,0.5673212707042694,0.6900813281536102
direct_jailbreak,4,-0.9872860908508301,-0.9929230362176895,-0.9893876612186432,1.098609087592246,-2.0884810847771824,-0.005636945366859436,0.5677557587623596,0.7014168053865433
obfuscated_jailbreak,4,-0.9855951368808746,-0.984828531742096,-0.9846792817115784,1.0986117301870935,-2.0836471639317082,0.0007666051387786865,0.5497258603572845,0.6826093345880508
long_context_jailbreak,4,-0.9837726950645447,-0.9777398854494095,-0.9792432337999344,1.0986083639815427,-2.0788681495702104,0.006032809615135193,0.5538453608751297,0.6583400070667267
safety_research,6,-0.9860677917798361,-0.9905982712904612,-0.9872577091058096,1.0986102113015703,-2.086588956044867,-0.004530479510625203,0.5650594135125478,0.6896601915359497
paraphrased_adversarial,6,-0.9882626930872599,-0.9903422991434733,-0.9890105525652567,1.0986116145602216,-2.0878181443216888,-0.002079606056213379,0.5568904181321462,0.6828276018301646
many_shot_jailbreak,6,-0.9842701256275177,-0.9845594664414724,-0.9834121763706207,1.0986112374750754,-2.082693929134132,-0.0002893408139546712,0.543384869893392,0.6792204678058624
