risk_source,risk_threshold,eta_null,kappa,lambda_penalty,beta_base,beta_collapse,null_key_scale,null_value_scale,benign_collapse,benign_complex_collapse,direct_jailbreak_collapse,obfuscated_jailbreak_collapse,long_context_jailbreak_collapse,jailbreak_collapse,score,mean_m_null_benign_complex,mean_m_null_jailbreak
surface,0.18,20.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.838969994416945e-195,1.1372307179850715e-134
surface,0.18,20.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9495147764280635e-196,1.7914915430335902e-208
surface,0.18,20.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8391705483382865e-195,1.201402319431753e-134
surface,0.18,20.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.949514776428863e-196,1.9519624682448084e-208
surface,0.18,20.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.839474092432938e-195,1.3045126418927755e-134
surface,0.18,20.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9495147764300734e-196,2.2200180921390624e-208
surface,0.18,32.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7553101149592897e-245,8.072286786360063e-112
surface,0.18,32.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.831125614113344e-300,6.797236651358405e-164
surface,0.18,32.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7553101149592897e-245,8.45430462259861e-112
surface,0.18,32.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.831125614113344e-300,7.279003724202954e-164
surface,0.18,32.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7553101149592897e-245,9.061495020007967e-112
surface,0.18,32.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.831125614113344e-300,8.066428120735916e-164
surface,0.18,32.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.647321899770205e-204,7.047286851881284e-119
surface,0.18,32.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.847113714810987e-215,8.320810346865799e-180
surface,0.18,32.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.647321899770205e-204,7.415085323845347e-119
surface,0.18,32.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.847113714810987e-215,8.993546048317878e-180
surface,0.18,32.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.647321899770205e-204,8.003085521823632e-119
surface,0.18,32.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.847113714810987e-215,1.0105992498129226e-179
surface,0.18,32.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0665550318786315e-195,1.927232643064312e-124
surface,0.18,32.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.059088851733969e-196,1.7342580476303256e-192
surface,0.18,32.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.066862541074983e-195,2.035982435969143e-124
surface,0.18,32.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0590888517352204e-196,1.889602344141482e-192
surface,0.18,32.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.067327965036674e-195,2.2107205749774405e-124
surface,0.18,32.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0590888517371153e-196,2.1490942880241673e-192
surface,0.26,4.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4486051440321218e-225,1.0840742306165391e-111
surface,0.26,4.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9736828908963876e-257,7.635511878685037e-156
surface,0.26,4.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4486051440321524e-225,1.128951632519621e-111
surface,0.26,4.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9736828908963876e-257,8.084398622963658e-156
surface,0.26,4.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.448605144032199e-225,1.199775000333337e-111
surface,0.26,4.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9736828908963876e-257,8.807690857727671e-156
surface,0.26,4.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.768718985779846e-196,4.077157276242367e-107
surface,0.26,4.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7018255544346524e-199,1.3244313615726916e-146
surface,0.26,4.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7769804261555556e-196,4.238436892868054e-107
surface,0.26,4.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.70182557806983e-199,1.3973426069653498e-146
surface,0.26,4.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.789483851251002e-196,4.4923967672014224e-107
surface,0.26,4.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701825613855027e-199,1.5143040009887541e-146
surface,0.26,4.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.926472589223814e-189,7.914666708204824e-102
surface,0.26,4.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.448229063429643e-190,6.318508847170145e-136
surface,0.26,4.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.960413052067742e-189,8.210993741695868e-102
surface,0.26,4.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.492862389224439e-190,6.639229943299581e-136
surface,0.26,4.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011762684425341e-189,8.676415790259474e-102
surface,0.26,4.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.560392349032866e-190,7.151092221533738e-136
surface,0.26,8.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.432271409333586e-225,2.4316052321129825e-110
surface,0.26,8.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568432004736832e-257,6.098970688553947e-154
surface,0.26,8.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.432271409333662e-225,2.532266351240507e-110
surface,0.26,8.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568432004736832e-257,6.45752518225833e-154
surface,0.26,8.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.432271409333777e-225,2.6911249117228013e-110
surface,0.26,8.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.568432004736832e-257,7.03526485566502e-154
surface,0.26,8.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.988383187744796e-196,5.812319748141335e-106
surface,0.26,8.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.844391333422934e-199,5.201200972029375e-145
surface,0.26,8.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.997779851678574e-196,6.042236976536823e-106
surface,0.26,8.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8443913604590145e-199,5.4875321866253924e-145
surface,0.26,8.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.012001401226823e-196,6.404277460337769e-106
surface,0.26,8.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8443914013934e-199,5.946853623685044e-145
surface,0.26,8.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.989692292312777e-189,6.936962409678255e-101
surface,0.26,8.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.531367686913928e-190,1.1763321703059742e-134
surface,0.26,8.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.024068305280475e-189,7.196683958049696e-101
surface,0.26,8.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.576576512201148e-190,1.2360415973556523e-134
surface,0.26,8.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.076076895614922e-189,7.604612096346942e-101
surface,0.26,8.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.644977199361867e-190,1.3313362434844798e-134
surface,0.26,12.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083890101478784e-225,5.454150498048797e-109
surface,0.26,12.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4517491797521265e-257,4.871637167336072e-152
surface,0.26,12.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0838901014789705e-225,5.679935870515057e-109
surface,0.26,12.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4517491797521265e-257,5.158037526879328e-152
surface,0.26,12.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0838901014792524e-225,6.036259539065859e-109
surface,0.26,12.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4517491797521265e-257,5.619515079361214e-152
surface,0.26,12.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.232124169646667e-196,8.285935166516131e-105
surface,0.26,12.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.992447682057081e-199,2.0425740688678938e-143
surface,0.26,12.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.242812050823413e-196,8.613700900457267e-105
surface,0.26,12.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9924477129834256e-199,2.155019774616711e-143
surface,0.26,12.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2589878162644343e-196,9.129819095329125e-105
surface,0.26,12.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.992447759807924e-199,2.3354008176985974e-143
surface,0.26,12.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.053723278300256e-189,6.080034605045613e-100
surface,0.26,12.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.615578287617306e-190,2.1900062314805547e-133
surface,0.26,12.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.088540430705904e-189,6.307672569404661e-100
surface,0.26,12.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.661370032853746e-190,2.301168725049795e-133
surface,0.26,12.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.141216435272777e-189,6.665209060269704e-100
surface,0.26,12.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.730652674474311e-190,2.4785810870653495e-133
surface,0.26,20.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1513253580329515e-224,2.744070176674942e-106
surface,0.26,20.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1090048290142186e-256,3.1082197326444884e-148
surface,0.26,20.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1513253580330638e-224,2.857666401629819e-106
surface,0.26,20.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1090048290142186e-256,3.2909499357346354e-148
surface,0.26,20.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1513253580332344e-224,3.0369385270439343e-106
surface,0.26,20.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1090048290142186e-256,3.585383528698831e-148
surface,0.26,20.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.804556151108986e-196,1.683936059660294e-102
surface,0.26,20.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.305886076273482e-199,3.1501132847363174e-140
surface,0.26,20.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81838313512791e-196,1.7505473144447759e-102
surface,0.26,20.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30588611674023e-199,3.3235301105394684e-140
surface,0.26,20.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.839309832061397e-196,1.855437109250752e-102
surface,0.26,20.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30588617800952e-199,3.6017186613428113e-140
surface,0.26,20.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.184260876592484e-189,4.670673088511754e-98
surface,0.26,20.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.787270886899522e-190,7.590599949973467e-131
surface,0.26,20.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2199773636425444e-189,4.8455442172341234e-98
surface,0.26,20.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.834251117354222e-190,7.975891099375884e-131
surface,0.26,20.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2740140009022996e-189,5.1202031911581324e-98
surface,0.26,20.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.905331930130367e-190,8.590805452989177e-131
surface,0.26,32.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.449844433416353e-224,3.096687338501001e-102
surface,0.26,32.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2464582099085885e-255,1.5840426851913897e-142
surface,0.26,32.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.449844433418021e-224,3.2248808499167808e-102
surface,0.26,32.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2464582099085885e-255,1.677167517560373e-142
surface,0.26,32.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4498444334205525e-224,3.4271897141852384e-102
surface,0.26,32.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2464582099085885e-255,1.827219772332188e-142
surface,0.26,32.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.935386341787161e-196,4.87867284646723e-99
surface,0.26,32.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822780841674937e-199,1.9078696939489746e-135
surface,0.26,32.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.955732444234471e-196,5.071657917439557e-99
surface,0.26,32.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822780902244284e-199,2.0128997917469833e-135
surface,0.26,32.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.986525617865813e-196,5.375542967501781e-99
surface,0.26,32.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822780993950217e-199,2.1813850039623617e-135
surface,0.26,32.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.386416549109754e-189,3.144775164027411e-95
surface,0.26,32.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05320100557007e-190,4.898038925990367e-127
surface,0.26,32.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.423525781305932e-189,3.2625163058478885e-95
surface,0.26,32.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.102022049681573e-190,5.1466584106227e-127
surface,0.26,32.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479669548086868e-189,3.4474448382896e-95
surface,0.26,32.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.175888002709876e-190,5.543448448300635e-127
surface,0.34,4.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5830899061005348e-211,1.1198323008857057e-97
surface,0.34,4.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8724536705483578e-229,1.5221292273380727e-127
surface,0.34,4.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.583090077080879e-211,1.159907037039332e-97
surface,0.34,4.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8724536705483578e-229,1.5942955854366456e-127
surface,0.34,4.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5830903360911398e-211,1.2227241012130077e-97
surface,0.34,4.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8724536705483578e-229,1.7090108545182258e-127
surface,0.34,4.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200732270949345e-190,7.747363252952224e-82
surface,0.34,4.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.678928299986919e-192,1.472026093360414e-95
surface,0.34,4.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.222924329378526e-190,7.976176795796365e-82
surface,0.34,4.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6976833553376188e-192,1.5232603781563986e-95
surface,0.34,4.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2565012655168063e-190,8.33213025094354e-82
surface,0.34,4.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.726062767241645e-192,1.6034746619309743e-95
surface,0.34,4.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09237031162198e-188,6.97915559840541e-73
surface,0.34,4.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5700588376991455e-188,1.7650005049352022e-77
surface,0.34,4.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1135830382484976e-188,7.160897100215596e-73
surface,0.34,4.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5876963148718986e-188,1.814056756672922e-77
surface,0.34,4.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1456752771251886e-188,7.442421479761795e-73
surface,0.34,4.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6143797410590616e-188,1.8902094322361887e-77
surface,0.34,8.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07407130972673e-211,6.889344567016263e-97
surface,0.34,8.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.850551898765139e-229,1.6669856789544804e-126
surface,0.34,8.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0740715836547367e-211,7.135889219797068e-97
surface,0.34,8.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.850551898765139e-229,1.746019891879361e-126
surface,0.34,8.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0740719986156775e-211,7.522347441656302e-97
surface,0.34,8.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.850551898765139e-229,1.8716522674239968e-126
surface,0.34,8.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2988503444199093e-190,1.54172523884401e-81
surface,0.34,8.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.761893343027538e-192,3.305225502146165e-95
surface,0.34,8.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.321722722160062e-190,1.587259132437769e-81
surface,0.34,8.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7812298176741973e-192,3.420264811201704e-95
surface,0.34,8.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.356328992198621e-190,1.6580938677840192e-81
surface,0.34,8.0,18.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.810489010382942e-192,3.6003745915676725e-95
surface,0.34,8.0,30.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.095944390390528e-188,8.551671050937777e-73
surface,0.34,8.0,30.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.573030528195633e-188,2.192067210932779e-77
surface,0.34,8.0,30.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.117181634164147e-188,8.774361821743808e-73
surface,0.34,8.0,30.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.590688399157725e-188,2.252993313007445e-77
surface,0.34,8.0,30.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.149310964460306e-188,9.119318149590763e-73
surface,0.34,8.0,30.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.617402678746831e-188,2.3475721999030992e-77
surface,0.34,12.0,8.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7173281173646583e-211,4.238408601496554e-96
surface,0.34,12.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1617020239889035e-229,1.8256276825449697e-125
surface,0.34,12.0,8.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7173285562253546e-211,4.390085871639497e-96
surface,0.34,12.0,8.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1617020239889035e-229,1.9121833433436345e-125
surface,0.34,12.0,8.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7173292210352418e-211,4.627839671832514e-96
surface,0.34,12.0,8.0,0.25,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1617020239889035e-229,2.0497717734746147e-125
surface,0.34,12.0,18.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399976292579813e-190,3.0680331287975525e-81
surface,0.34,12.0,18.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8474296170134523e-192,7.421414382063046e-95
surface,0.34,12.0,18.0,0.1,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4235498454864847e-190,3.158645574199006e-81
surface,0.34,12.0,18.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8673655353442356e-192,7.679718810058355e-95
surface,0.34,12.0,18.0,0.25,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4592170046653236e-190,3.2996066931042467e-81
